Japanese_name,Romanized_name,English_name,Debut,Affiliations,Occupations
"['Charlotte Saintmarc (Viz)', 'Charlotte Saint-Marc (WT100)']","['Chapter 862', 'Episode 832']","['Charlotte Family', 'Big Mom Pirates']","['Pirate Officer', 'Minister of Essence']"
Charlotte Smoothie,"['Chapter 846', 'Episode 812']","['Charlotte Family', 'Big Mom Pirates']","['Sweet Commander', 'Minister of Juice']"
Charlotte Snack,"['Chapter 894', 'Episode 798 (silhouette)']","['Charlotte Family', 'Big Mom Pirates']","['Pirate Officer', 'Minister of Fries', 'Sweet Commander (former)']"
Charlotte Tablet,"['Chapter 862', 'Episode 832']","['Charlotte Family', 'Big Mom Pirates']","['Pirate Officer', 'Minister of Toppings']"
Charlotte Wafers,"['Chapter 845', 'Episode 809']",Charlotte Family,Alive
Charlotte Yuen,"['Chapter 894', 'Episode 869']","['Charlotte Family', 'Big Mom Pirates']",Pirate Officer
Charlotte Zuccotto,"['Chapter 862', 'Episode 832']","['Charlotte Family', 'Big Mom Pirates']","['Pirate Officer', 'Minister of Alcohol']"
Chess,"['Chapter 131', 'Episode 78']","Bliking Pirates (disbanded), Drum Kingdom (former)","['Head of Staff', 'Pirate']"
Chesskipper,"['Chapter 398', 'Episode 278']","['Pirate', 'Captain']","""Chesskippa the Hanger-on"" (スネかじりのチェスキッパ, Sunekajiri no Chesukippa?)"
Choo,"['Chapter 69', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate Officer', 'Sniper']"
Mrs. Chicken,"['Chapter 1', 'Episode 505']",Fishmonger,Foosha Village
Chimney,"['Chapter 322', 'Episode 229']",Kokoro,Sunday stationmaster of the Shift Station
"['Qing Jiao', 'Chin Jao']","['Chapter 704', 'Episode 632']","['Chinjao Family', 'Happo Navy', 'Straw Hat Grand Fleet']","['12th Leader of the Happo Navy', 'Pirate (former)']"
Ocho,"['Chapter 952', 'Episode 946']","['Yakuza Boss', 'Prisoner (former)', 'Samurai']","""Moonflower O-Cho"" (夕顔のお蝶, Yūgao no O-Chō?, Viz: ""Ocho the Bottle Gourd"")"
"['Choco-Police (VIZ)', 'Chocopolice (Funimation)']","['Chapter 827', 'Episode 786']",Cacao Island,Police Officer
Chocolat,"['Chapter 598', 'Episode 517']",Fake Straw Hat Crew,Pirate
Choi,"['Chapter 555', 'Episode 464']",Ally of the Whitebeard Pirates,"['Pirate', 'Captain']"
Chome,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']"
"['Chouchou', 'Shushu (WT100)']","['Chapter 12', 'Episode 6']",Hocker,"['Pet', 'Pet Shop Keeper']"
"['Chuchun (Viz)', 'Chirp Chirp (FUNimation)']","['Chapter 306', 'Episode 209']",Foxy Pirates,"['Pirate', 'Mount', 'Pet']"
Clione,"['Chapter 810', 'Episode 757']",Heart Pirates,Pirate
Clover,"['Chapter 391', 'Episode 275']",Ohara Scholars,"['Professor and archaeologist of the Tree of Knowledge', 'Explorer (former)']"
Cocoa,"['Chapter 598', 'Episode 518']",Fake Straw Hat Crew,Pirate
Buckox,"['Chapter 22', 'Episode 18']",Animals of the Island of Rare Animals,Alive
Columbus,Chapter 906,"['Yonta Maria Grand Fleet', 'Straw Hat Grand Fleet']",Pirate
Komille (Viz)Comille (WT100),"['Chapter 289 (cover)', 'Episode 421']","['Marines', 'G-2']",Vice Admiral
Concelot,"['Chapter 809', 'Episode 758']","['Mokomo Dukedom', 'Inuarashi Musketeer Squad Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Three Inuarashi Musketeers
Conis,"['Chapter 239', 'Episode 154']",Pumpkin Cafe,Waitress
Corgy,"['Chapter 328', 'Episode 233']",World Government,Government official
Coribou,"['Chapter 600', 'Episode 519']","['Caribou Pirates', 'Fake Straw Hat Crew (former, temporary)']","['Pirate', 'Captain']"
Cornelia,"['Chapter 552', 'Episode 461']",Spade Pirates,Pirate
Cosette,"['Chapter 839', 'Episode 800']",Germa Kingdom,Head Chef
Cosmos,"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",Pirate
Cotton,"['Chapter 718', 'Episode 648']","['Tontatta Kingdom Scouting Unit', 'Tontatta Pirates', 'Straw Hat Grand Fleet', 'Straw Hat Pirates']","['Scout', 'Pirate']"
Crocodile,"['Chapter 126', 'Episode 76']","['Cross Guild', 'Seven Warlords of the Sea (former)', 'Baroque Works (former)', 'Impel Down (former)']","['Pirate', 'Cross Guild Chief Officer', 'Baroque Works President (former)', 'Proprietor of Rain Dinners (former)', 'Prisoner of the Great Prison (former)']"
Crocus,"['Chapter 102', 'Episode 62']","Roger Pirates (former), Laboon","['Doctor', 'Lighthouse Keeper', 'Pirate (former)']"
Curiel,"['Chapter 552', 'Episode 461']",Whitebeard Pirates,"['10th Division Commander', 'Pirate', 'Sniper']"
Curly Dadan,"['Chapter 440', 'Episode 324 (mentioned)Chapter 568', 'Episode 477 (seen)']",Dadan Family,"['Mountain Bandit Boss', 'Caretaker of Monkey D. Luffy, Portgas D. Ace, and Sabo (former)']"
Dagama,"['Chapter 704', 'Episode 632']",Prodence Kingdom,Tactician
Daifugo,"['Chapter 934', 'Episode 928']","['Beasts Pirates', 'Tama']","['Shinuchi', 'Vice Warden of the Prisoner Mine']"
Daigin,"['Chapter 531', 'Episode 432']",Marines,Commodore
Daikoku,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu', 'Kurozumi Family']","['Ninja', 'Pirate']"
Daikon,"['Chapter 732', 'Episode 664']",Tontatta KingdomScouting UnitStraw Hat Grand Fleet,"['Scout', 'Pirate']"
Daisy,"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",Pirate
Dalmation,"['Chapter 553', 'Episode 462']",Marines,Vice Admiral
DaltonDolton (Odex),"['Chapter 132', 'Episode 79']",Sakura Kingdom,"['King of the Sakura Kingdom', 'Chief Royal Guard of the Drum Kingdom (former)']"
Daruma,"['Chapter 611', 'Episode 530']",New Fish-Man Pirates,"['Pirate', 'Pirate Officer']"
Daz Bonez,"['Chapter 160', 'Episode 103']","['Cross Guild', 'Baroque Works (former)']","['Pirate', 'Assassin', 'Officer Agent (former)', 'Bounty Hunter (former)']"
Decalvan Brothers (Viz)DeCalvan Brothers (Funimation),"['Chapter 551', 'Episode 460']",Subordinates of the Whitebeard Pirates,"['Pirates', 'Captains']"
Delacuaji,"['Chapter 551', 'Episode 460']",Subordinate of the Whitebeard Pirates,"['Pirate', 'Captain']"
Dellinger,"['Chapter 702', 'Episode 632']",Donquixote Pirates,Pirate Officer
"Demaro Black (Funimation),Demalo Black (Viz manga)","['Chapter 598', 'Episode 517']",Fake Straw Hat Crew,"['Pirate', 'Captain']"
Den,"['Chapter 616', 'Episode 534']","['Shipwright', 'Sea Forest Researcher', 'Coating Mechanic']",Grand Line (Ryugu Kingdom)
Denjiro,"['Chapter 919', 'Episode 909']","['Kozuki Family', 'Nine Red Scabbards', 'Kyoshiro Family', 'Kurozumi Family (undercover)']","['Samurai', 'Retainer of the Kozuki Family', 'Yakuza Boss', 'Money Changer', 'Thief']"
"['Devil Dias (Viz)', 'Devil (FUNimation)']","['Chapter 497', 'Episode 391']",Acumate Pirates,"['Pirate', 'Captain (former)', 'Slave']"
Diamante,"['Chapter 700', 'Episode 629']",Donquixote Pirates,"['Pirate Executive Officer', 'Colosseum Proprietor (former)', 'Swordsman']"
Didit,"['Chapter 585', 'Episode 496']",Goa Kingdom,Noble
Diesel,"['Chapter 827', 'Episode 786']",Big Mom Pirates,Pirate
Diez Barrels,Chapter 765 Episode 704,"['Barrels Pirates', 'Marines (former)']","['Pirate', 'Captain', 'Marine Officer (former)']"
Earth Boss,Chapter 326 Cover,"['Ukkari Hot-Spring Island', 'Gedatsu']",Digger
Disco,"['Chapter 500', 'Episode 394']","['Donquixote Doflamingo (former)', 'Human Auctioning House (former)']",Owner of Human Auctioning House (former)
Doberman,"['Chapter 420', 'Episode 302']",Marines,Vice Admiral
Dobon,"['Chapter 926', 'Episode 919']",Beasts Pirates,"['Shinuchi', 'Vice Warden of the Prisoner Mine']"
Doc Q,"['Chapter 223', 'Episode 146']",Blackbeard Pirates,"['Pirate', 'Doctor']"
"['Dogura (Viz)', 'Dogra (FUNimation)']","['Chapter 582', 'Episode 493']",Dadan Family,Bandit
Doma,"['Chapter 551', 'Episode 460']",Subordinate of the Whitebeard Pirates,"['Pirate', 'Captain']"
Domino,"['Chapter 526', 'Episode 422']",Impel Down,"['Head Jailer', 'Vice Head Jailer (former)']"
Donovan,Chapter 318,Foxy Pirates,"['Pirate', 'Shipwright']"
Donkino,"['Chapter 966', 'Episode 959']",Roger Pirates,Pirate
Don Quixote DoflamingoDonquixote Doflamingo (Funimation subs),"['Chapter 233', 'Episode 151']","['Donquixote Pirates', 'Impel Down', 'Underworld', 'World Government (secret)', 'Seven Warlords of the Sea (former)', 'Dressrosa (former)']","['Pirate Captain', 'Prisoner of the Great Prison', 'Underworld Broker', 'King of Dressrosa (former)', 'World Noble (former)']"
Don Quixote Homing,"['Chapter 760', 'Episode 699']",World Government (Former),World Noble (Former)
"Don Quixote Myosgard (Viz, FUNimation dub (Ep 545))Don Quixote Mjosgard (FUNimation)","['Chapter 625', 'Episode 545\u200e']","['World Government', 'Donquixote Family']",World Noble
"['Don Quixote Rocinante (Viz)', 'Donquixote Rosinante (Funimation subs)', 'Don Quixote Rosinante (Funimation dub)']","['Chapter 761', 'Episode 686']","['Marines', 'Donquixote Pirates (undercover)', 'World Government (former)']","['Marine Commander', 'Pirate Elite Officer (undercover)', 'World Noble (former)']"
Doringo,"['Chapter 0', 'Episode 0']",Roger Pirates,Pirate
Dorry,"['Chapter 116', 'Episode 71']",Giant Warrior Pirates,Pirate Captain
Dosun,"['Chapter 611', 'Episode 530']",New Fish-Man Pirates,"['Pirate', 'Pirate Officer']"
Dotaku,"['Chapter 926', 'Episode 918']",Kozuki Family,Samurai
Dracule Mihawk,"['Chapter 49', 'Episode 23']","['Cross Guild', 'Seven Warlords of the Sea (former)']","['Pirate', 'Cross Guild Chief Officer', 'Warlord of the Sea (former)']"
Dragon Number Thirteen,"['Chapter 655', 'Episode 579']",Guard,Punk Hazard
"['Gack (VIZ)', 'Drip (Funimation, WT100)']","['Chapter 598', 'Episode 518']",Fake Straw Hat Crew,Pirate
Drophy,"['Chapter 160', 'Episode 103']","['New Spiders Cafe', 'Baroque Works (former)']","['Cafe Waitress', 'Officer Agent (former)']"
Drug Peclo,"['Chapter 860', 'Episode 828']",Underworld,"['Undertaker', 'Emperor of the Underworld']"
Du Feld,"['Chapter 860', 'Episode 828']","['Du Feld Conglomerate', 'Underworld', 'MADS (former)']",Emperor of the Underworld
Duval,"['Chapter 491', 'Episode 386']",Rosy Life Riders,"['Leader of the Rosy Life Riders (formerly the Flying Fish Riders)', 'Slave trader (former)']"
Eddy,"['Chapter 223', 'Episode 146']",Bellamy Pirates,"['Pirate', 'Navigator']"
"['Edward Newgate (Viz, FUNimation)', 'Ward Newgate (4Kids)']","['Chapter 159', 'Episode 95 (silhouette)', 'Chapter 234', 'Episode 151 (full)']","['Whitebeard Pirates', 'Four Emperors (former)', 'Rocks Pirates (former)']","['Pirate Captain', 'Emperor (former)']"
Edward Weevil,"['Chapter 802', 'Episode 751']",Seven Warlords of the Sea (former),Pirate
Eggplant Soldier,"['Chapter 849', 'Episode 802']",Big Mom Pirates,"['Guard', 'Soldier']"
"['Elizabero II', 'Elizabello II']","['Chapter 704', 'Episode 632']",Prodence Kingdom,King
Elmy,"['Chapter 551', 'Episode 460']",Subordinate of the Whitebeard Pirates,"['Pirate', 'Captain']"
Emporio Ivankov,"['Chapter 537', 'Episode 438']","['Revolutionary Army', 'Kamabakka Kingdom', 'Newkama Land (former)']","['Revolutionary Commander', 'Queen', 'Prisoner of the Great Prison (former)']"
Eneru,"['Chapter 254', 'Episode 167']","[""God's Army (former)"", 'Automata']",God of Skypiea (former)
"['Genista (VIZ)', 'Enishida (Funimation)']","Chapter 517, Episode 411",Kuja,Lady's maid
Epoida,"['Chapter 553', 'Episode 467']",Whitebeard Pirates,"['Pirate', 'Captain']"
Epony,"Chapter 841, Episode 804",Germa Kingdom,Nurse
Eric,"['Chapter 167', 'Episode 105']","['Suna Suna Clan (former)', 'Rebel Army (former)']",Rebel (former)
Eustass Kid,"['Chapter 498', 'Episode 392']",Kid Pirates,Pirate Captain
"['Falafra (Viz)', 'Faracia (FUNimation)']","['Chapter 167', 'Episode 105']","['Arabasta', 'Rebel Army (former)']",Rebel (former)
Farul,"['Chapter 722', 'Episode 634']",Beautiful PiratesStraw Hat Grand Fleet,Cavendish's steed
Faust,"['Chapter 508', 'Episode 490']",Hawkins Pirates,"['Pirate', 'Magician']"
Fen Bock,"['Chapter 668', 'Episode 593']",Caesar Clown,"Fen Bock of the Gourd (瓢箪フェン・ボック, Hyōtan Fen Bokku?)"
Fiyonce,"['Chapter 608', 'Episode 527']",Mermaid Café,Dancer
Fishbonen,"['Chapter 594', 'Episode 511']",Marines,Doctor
Fisher Tiger,"['Chapter 521', 'Episode 415']","['Sun Pirates', 'Fish-Man District (former)']","['Adventurer', 'Pirate', 'Captain', 'De-facto Leader of Fish-Man District (former)', 'Slave (former)']"
Flapper,"['Chapter 711', 'Episode 641']","['Tontatta Kingdom', 'Tonta Corps', 'Straw Hat Grand Fleet']",Pirate
Forest Boss,Chapter 333 cover,"['Ukkari Hot-Spring Island', 'Gedatsu']",Boss of the Forest
Fossa,"['Chapter 553', 'Episode 461']",Whitebeard Pirates,"['15th Division Commander', 'Pirate']"
Fourtricks,"['Chapter 994', 'Episode 982']",Beasts Pirates,Shinuchi
Foxy,"['Chapter 305', 'Episode 207']",Foxy Pirates,"['Pirate', 'Captain']"
FrankyFrankie (originally),"['Chapter 329', 'Episode 233']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Franky Family (former)', ""Tom's Workers (former)"", 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Shipwright', 'Dismantler', 'Underworld boss (former)', 'Bounty Hunter (former)', 'Pirate', 'Senior Officer']"
Fuga,"['Chapter 991', 'Episode 1055']",Beasts Pirates (Numbers),Alive
Fugar,"['Chapter 1079', '']","['Social Club', 'Red Hair Pirates']",Pirate Captain
Fujin,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']"
Fukaboshi,"['Chapter 609', 'Episode 528']",Neptune Family,Prince of the Ryugu Kingdom
Fukurokuju,"['Chapter 931', 'Episode 925']","['Kurozumi Family', 'Beasts Pirates (former)', 'Orochi Oniwabanshu (former)', 'Kozuki Family (former)']","['Ninja', 'Captain of the Orochi Oniwabanshu (former)']"
"['Fukurô (Viz)', 'Fukurou (FUNimation) (former)']","['Chapter 375', 'Episode 264']",CP9 (former),Cipher Pol Agent (former)
Fullbody,"['Chapter 43', 'Episode 20']",Marines,"['Marine Lieutenant Commander', 'Marine Seaman Recruit (promoted), Marine Lieutenant (demoted)']"
"['Funkfreed (FUNimation, Viz manga)', 'Funk Freed (Unlimited Adventure)']","['Chapter 365', 'Episode 254']","CP0, CP9 (former)","[""Spandam's Sword"", 'Pet']"
Fuza,"['Chapter 241', 'Episode 155']",God's Army,Battle Pet
"['Gobble', 'Gaburu (Current)', 'Gabull']","['Chapter 702 cover', 'Episode 921 (image)']",Unknown rebel group,Revolutionist Commander
Gaimon,"['Chapter 22', 'Episode 18']",Guardian of the Island of Rare AnimalsPirate (former),East Blue
Gal,"['Chapter 680', 'Episode 606']","['Marines', 'G-5']",Alive
Mr. 3/Galdino,"['Chapter 117', 'Episode 70']","['Cross Guild', ""Buggy's Delivery"", 'Buggy and Alvida Alliance', 'Baroque Works (formerly)']","['Pirate', 'Officer Agent (former)', 'Prisoner of the Great Prison (former)']"
"['Jolly, Gary (VIZ Media)', 'Gally (Funimation)']","['Episode 48', 'Romance Dawn Story', 'Chapter 902', 'Episode 877']",Gally Pirates,Pirate Captain
Gambia,"['Chapter 705', 'Episode 634']","['Barto Club', 'Straw Hat Grand Fleet']",Staff Officer
"['Ganfor (VIZ', 'Funimation simulcast)', 'Gan Fall (Funimation)', 'Gunfall (4Kids)']","['Chapter 237', 'Episode 153']",Skypiea,"['God of Skypiea', 'Mercenary (former)']"
Gancho,"['Chapter 711', 'Episode 641']",Tontatta Kingdom,King
Ganryu,"['Chapter 966', 'Episode 968']",Roger Pirates,Pirate
Gyats,"['Chapter 702', 'Episode 631']",Corrida Colosseum,Announcer
Gazelle-Man,"['Chapter 914', 'Episode 900']","['Beasts Pirates', 'Tama']",Gifter
Gecko Moria,"['Chapter 449', 'Episode 343']","['Thriller Bark Pirates (Mysterious Four)', 'Seven Warlords of the Sea (former)', 'Gecko Pirates (former)']","['Pirate Captain', 'Warlord of the Sea (former)']"
"['Gedatsu (Viz, Uncut dub)', 'Gedatz (Edited dub)']","['Chapter 241', 'Episode 155']","['Ukkari Hot-Spring Island', ""God's Army (former)""]","Priest of Enel (former), Head Clerk of Hot Springs Resort"
Gem,"['Chapter 110', 'Episode 65']","['New Spiders Cafe', 'Baroque Works (former)']","['Cafe Employee', 'Officer Agent (former)', 'Sniper']"
Genbou,"['Chapter 249', 'Episode 163']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]"
Genzo,"['Chapter 71', 'Episode 32']",Cocoyasi Village,Sheriff of Cocoyasi Village
Gerd,"['Chapter 866', 'Episode 836']","['New Giant Warrior Pirates', ""Buggy's Delivery (former)Straw Hat Grand Fleet""]","['Pirate', 'Doctor', 'Mercenary (former)']"
Ribbitini,"['Chapter 1079', '']","['Puddle Pirates', 'Red Hair Pirates']","['Pirate', 'Captain']"
Giberson,"['Chapter 860', 'Episode 828']",Underworld,"['Warehouseman (倉庫業老舗, Sōkogyō Shinise?, English versions: ""Warehouse Kingpin"")', 'Emperor of the Underworld']"
"['Gin (Viz)', 'Ghin (4Kids, Funimation)']","['Chapter 44', 'Episode 21']",Krieg Pirates,"['Pirate', 'Combat Commander']"
Gina,"['Chapter 318', 'Episode 215']",Foxy Pirates,Shipwright
Ginrummy,"['Chapter 795', 'Episode 739']",Beasts Pirates,Shinuchi
Giolla,"['Chapter 682', 'Episode 608']",Donquixote Pirates,Pirate Officer
Gion,"['SBS Volume 74', 'Movie 13', 'Chapter 907', 'Episode 887']",Marines,Vice Admiral
Giovanni,"['Chapter 809', 'Episode 758']","['Mokomo Dukedom', 'Inuarashi Musketeer Squad']",Three Inuarashi Musketeers
Gladius,"['Chapter 682', 'Episode 608']",Donquixote Pirates,Pirate Officer
Gloriosa,"['Chapter 514', 'Episode 408']",Kuja,Empress of Amazon Lily (former)
Gode,"Chapter 256, Episode 169","['Enel', 'Birkans']",Clergyman
"Going Merry (Uncut dub)Merry Go (Viz, Edited dub)","['Chapter 41', 'Episode 17']",Straw Hat Pirates,January 22nd
Gol D. Roger,"['Chapter 1', 'Episode 1']",Roger Pirates,Pirate Captain
Goldberg,"Chapter 899, Episode 836","['New Giant Warrior Pirates', ""Buggy's Delivery (former) Straw Hat Grand Fleet""]","['Cook', 'Pirate', 'Mercenary (former)']"
"Gomora (VIZ),Gomorrah (FUNimation)","['Chapter 366', 'Episode 256']",Franky Family,Transportation
Gonbe,"['Chapter 322', 'Episode 229']",Chimney,Water 7
Gorilla,"Chapter 596, Episode 514",Marines,Marine Captain
Goro,"['Chapter 316 (cover)', 'One Piece: Stampede']",Ukkari Hot-Spring Island,Onsen manager
Gorobei,"['Chapter 924', 'Episode 916']","Okobore Town, Kuri, Wano Country",Unknown
Gotti,"['Chapter 825', 'Episode 783']",Fire Tank Pirates,"Pirate, Assassin, Combatant"
Grabba,"['Chapter 717', 'Episode 647']",Tontatta Kingdom,Alive
Gram,"['Chapter 391', 'Episode 275']",Ohara Archaeologists,Archaeologist
Guernica,"['Chapter 705', 'Episode 635']",CP0,Cipher Pol Agent
Gyaro,"['Chapter 197', 'Episode 387']","['Macro Pirates', 'Sun Pirates (former)']","['Pirate', 'Slave trader']"
"Gyoro, Nin, Bao","['Chapter 449', 'Episode 343']",Thriller Bark Pirates,Soldier Zombies
Gyoll,"['Chapter 1', 'Episode 45']",Fishmonger,Foosha Village
Gyro,"['Chapter 611', 'Episode 530']","Gyro Pirates, New Fish-Man Pirates (ruse, former)","['Pirate', 'Captain']"
Hack,"['Chapter 706', 'Episode 633']",Revolutionary Army,Fish-Man Karate InstructorFish-Man Jujutsu Martial Artist
Hajrudin,"['Chapter 706', 'Episode 639']","[""New Giant Warrior Pirates, Buggy's Delivery (resigned)"", 'Straw Hat Grand Fleet']","['Captain of the Sixth Ship of the Straw Hat Grand Fleet', 'Pirate', 'Captain', 'Mercenary (former)']"
Hakugan,"['Chapter 810', 'Episode 757']",Heart Pirates,Helmsman
Ham Burger,"['Chapter 823', 'Episode 777']",King of the Ballywood Kingdom,Ballywood Kingdom
Hamburg,"['Chapter 305', 'Episode 207']","['Foxy Pirates', 'Groggy Monsters']","['Pirate', 'Combatant']"
Hamlet,"['Chapter 994', 'Episode 982']",Beasts Pirates,Shinuchi
Hammond,"['Chapter 607', 'Episode 526']",New Fish-Man Pirates,"['Pirate', 'Combatant']"
Hanko,"['Chapter 940', 'Episode 937']","Ebisu Town, Wano Country",Alive
Hangan,"['Chapter 556', 'Episode 465']",Ally of the Whitebeard Pirates,"['Pirate', 'Captain']"
Hanger,"['Chapter 97', 'Episode 48']",Robecca Hanberg,Salesperson
Hannyabal,"['Chapter 525', 'Episode 422']",Impel Down,"['Chief Warden', 'Vice Warden (former)']"
Hanzo,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kozuki Family Oniwabanshu (anime only, former)']","['Ninja', 'Pirate']"
Happa Yamao,"['Chapter 341', 'Episode 241']","['Carpenter', 'Bandit (former)']","['Water 7', 'Pucci (former)']"
Haredas,"['Chapter 523', 'Episode 418']",Scientist,Sky Islands (Birka)
Harisenbon,"['Chapter 617', 'Episode 555']",New Fish-Man Pirates,"['Pirate', 'Sea Urchin Armor Spine Squad Commander']"
Victimothy Crucifixio,"Chapter 594, Episode 511","['Pirate', 'Captain']",Unknown
Haruta,"['Chapter 553', 'Episode 461']",Whitebeard Pirates,"['12th Division Commander', 'Pirate']"
"Pincers (VIZ, 4Kids, Funimation subs)Scissors (Funimation dub)","['Chapter 176', 'Episode 110']","['Ukkari Hot-Spring Island', 'Matsuge', 'Straw Hat Pirates (temporary)']",Ukkari Hot-Springs Resort Transportation
Haccha,"['Chapter 981', 'Episode 987']",Beasts Pirates (Numbers),Punk Hazard
Hatchan,"['Chapter 69', 'Episode 31']","['Takoyaki 8', 'Arlong Pirates (former)', 'Sun Pirates (former)']","['Takoyaki seller', 'Pirate (former)', 'Pirate Officer (former)']"
Hattori,"['Chapter 323', 'Episode 230']","['CP0', 'CP9 (former)', 'Galley-La (former)']",Rob Lucci's Pet
Heat,"['Chapter 500', 'Episode 394']",Kid Pirates,Pirate
Helmeppo,"['Chapter 3', 'Episode 2']","['Marines (Headquarters', 'SWORD) (formerly 153rd Branch)']","['Lieutenant Commander,', 'Chief Petty Officer (promoted)', 'Chore Boy (promoted)']"
Heppoko,"['Chapter 2', 'Episode 1']",Alvida Pirates,Pirate
Heracles,"['Chapter 524', 'Episode 420']","['Warrior', 'Botanist']",South Blue
Hewitt,"['Chapter 223', 'Episode 146']",Bellamy Pirates,"['Pirate', 'Chef']"
Higuma,"['Chapter 1', 'Episode 4']",Higuma Bandits,Bandit Leader
Hihimaru,"['Chapter 910', 'Episode 892']",Beasts Pirates (defected),"Kuri, Wano Country"
Hildon,"['Chapter 444', 'Episode 339']",Thriller Bark Pirates,Wild Zombie
Hina,"['Chapter 171', 'Episode 127']","['Marines', 'Black Cage Corps']","['Rear Admiral', 'Captain (former)']"
"['Hippo Gallant (Viz)', 'Gentleman Hippopotamus (Funimation Sub)', 'Hippo Gentleman (Funimation Dub)']","Chapter 451, Episode 345",Thriller Bark Pirates,Wild Zombie Vice Commander
"['Hiramela (Viz)', 'Hiramera (FUNimation)']","['Chapter 608', 'Episode 527']",Mermaid Café,Dancer
HirilukHiruruku (Odex),"['Chapter 141', 'Episode 85']","['Doctor', 'Thief (former)']",Grand Line (Drum Kingdom)
Duke Genghis Baan,"['Chapter 963', 'Episode 968']",Mokomo Dukedom,Ruler of Mokomo Dukedom (Former)
Hou (Viz)Ooh (WT100),"['Chapter 213', 'Episode 128']",Nefertari Family,Doctor
Hocha,"['Chapter 391', 'Episode 275']",Ohara Archaeologists,Archaeologist
Hocker,"['Chapter 12', 'Episode 6']",Chouchou,Pet Shop Owner
"Hody Jones (Viz),Hordy Jones (FUNimation)","['Chapter 608', 'Episode 527']","['New Fish-Man Pirates', 'Ally of the Flying Pirates (former)', 'Ryugu Kingdom (former)']","['Pirate', 'Captain', 'Soldier (former)']"
Hoe,"['Chapter 611', 'Episode 530']",King Neptune,Neptune's transportation and pet
Hogback,"['Chapter 446', 'Episode 340']",Thriller Bark Pirates (Mysterious Four),Doctor
Michael and Hoichael,"['Chapter 432', 'Episode 313']",Auntie,Water 7
Holdem,"['Chapter 915', 'Episode 901']",Beasts Pirates,Shinuchi
"['Holly (Viz)', 'Holy (Funimation)']","['Chapter 241', 'Episode 155']",God's Army,Pet
Hongo,"['Chapter 1', 'Episode 489']",Red Hair Pirates,"['Pirate', 'Senior Officer', 'Doctor']"
Hotei,"['Chapter 951', 'Episode 951']","['Beasts Pirates', 'Kurozumi Family (former)']","['Samurai', 'Pirate', 'Captain of the Mimawarigumi (former)']"
Hotori and Kotori,"['Chapter 261', 'Episode 171']",God's Army,Lieutenants of the Divine Soldiers
Gabu,"['Chapter 580', 'Episode 489']",Red Hair Pirates,"['Pirate', 'Senior Officer']"
Hublot,"['Chapter 552', 'Episode 461']",Spade Pirates,Pirate
Humphrey,"['Chapter 598', 'Episode 517']",Sabaody Archipelago,Bartender
Hustle,Chapter 60,Krieg Pirates,"['Pirate', 'Combat Instructor']"
Hyogoro,"['Chapter 926', 'Episode 919']","['Prisoner (former)', 'Yakuza Boss (former)', 'Samurai']","['Flower Capital (former)', 'Udon, Wano Country']"
"['Kicking Claw Force', 'Elite Alabastian Royal Guards']","['Chapter 196', 'Episode 120']",Arabasta Kingdom,Guards
Hyoutauros,"['Chapter 658', 'Episode 582']","['Caesar Clown', 'Centaur Patrol Unit']",Alive
Hyouzou,"['Chapter 607', 'Episode 527']",New Fish-Man Pirates,"['Mercenary', 'Pirate', 'Assassin', 'Pirate Officer', 'Swordsman']"
Yves,"['Chapter 738', 'Episode 671']","['Doerena Kingdom', 'Donquixote Pirates']","['Pirate', 'Captain']"
Iceberg,"['Chapter 323', 'Episode 230']","['Galley-La Company', 'Water 7', ""Tom's Workers (former)""]","['President of the Galley-La Company', 'Mayor of Water 7']"
"Ichika, Nika, Sanka, Yonka, Yonka Two","['Chapter 608', 'Episode 527']",Neutral,Alive
Ideaman,"['Chapter 55', 'Episode 25']",Krieg Pirates,"['Pirate', 'Staff Officer of Planning']"
Ideo,"['Chapter 706', 'Episode 633']","['Ideo Pirates', 'Straw Hat Grand Fleet']","['Captain of the Fourth Ship of the Straw Hat Grand Fleet', 'Pirate, Captain', 'Boxer']"
Igaram,"['Chapter 106', 'Episode 64']","['Arabasta', 'Baroque Works (former)']","['Captain of the Royal Guard', 'Frontier Agent (former)', 'Bounty Hunter (former)', 'Mayor of Whisky Peak (undercover, former)']"
Ikaros Much,"['Chapter 611', 'Episode 530']",New Fish-Man Pirates,"['Pirate', 'Pirate Officer']"
Ikkaku,"['Chapter 810', 'Episode 757']",Heart Pirates,Pirate
